accuracy,f1,roc_auc
0.6766666666666666,0.0,0.5
0.8296666666666667,0.7146845337800112,0.8789091463104972
0.8683333333333333,0.7749287749287749,0.9053321314306028
0.9333333333333333,0.8918918918918919,0.9694588898481539
0.94,0.9044585987261147,0.9754674724493423
